CountryofLiving,fob_social,fob_stores,fob_curfew,sob_social,sob_stores,sob_curfew,perceivedreaction,govtrust,govfact,react_pub_appr,perceivedeffectivnes
United States,Yes,Yes,No,15,25,5,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,75,50,40,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,40,43,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,63,54,54,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,Yes,70,10,40,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,60,45,35,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,40,61,30,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,52,41,26,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,63,73,45,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,64,50,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,50,33,50,The reaction is not at all sufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,75,40,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,53,47,34,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,75,45,35,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,67,63,42,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,72,45,35,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,40,25,15,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,68,66,72,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,25,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,100,100,100,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,33,30,35,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,50,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,50,50,40,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,63,47,8,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,54,53,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,50,20,The reaction is not at all sufficient,Strongly trust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,60,25,20,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,40,30,20,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,90,90,75,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,46,14,6,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,70,51,21,The reaction is somewhat too extreme,Somewhat trust,Somewhat truthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,No,72,52,44,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,90,85,85,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,81,87,73,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,No,No,62,56,35,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,80,80,80,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,78,44,25,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,50,50,21,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,25,10,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,38,26,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,20,21,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,40,38,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,No,90,90,51,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,93,100,96,The reaction is somewhat insufficient,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,61,73,70,The reaction is somewhat insufficient,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,95,91,95,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,69,50,20,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,65,65,60,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat too extreme,Very effective
United States,Yes,No,Yes,78,100,62,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,77,95,92,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,50,50,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,66,50,40,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,83,60,50,The reaction is somewhat insufficient,Somewhat distrust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,65,51,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,72,75,66,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,50,39,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,No,No,Yes,54,13,55,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,60,55,35,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,55,26,8,The reaction is somewhat too extreme,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,70,70,70,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,75,70,70,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,60,20,20,The reaction is somewhat too extreme,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat too extreme,Neither effective nor ineffective
United States,Yes,Yes,Yes,70,50,50,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,50,50,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,Yes,57,52,89,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,75,45,35,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,51,38,11,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,63,65,53,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,71,80,80,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,55,35,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,40,60,20,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,51,30,31,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,No,71,67,29,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,50,40,25,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,90,54,20,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,33,50,33,The reaction is appropriate,Somewhat trust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,81,83,49,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,50,50,50,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,48,32,45,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,51,61,21,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
